blockNumber;time;netHashPerSecond
268992;1431650071.00;87822455502
269136;1431672639.00;82329432013
269280;1431694182.00;95296008695
269424;1431717021.00;106886000000
269568;1431740293.00;94760912141
269712;1431762210.00;91948514216
269856;1431784179.00;117013000000
270000;1431807004.00;106754000000
270144;1431832050.00;77801355077
270288;1431853662.00;96955169622
270432;1431876308.00;120368000000
270576;1431898400.00;115109000000
270720;1431921834.00;77154392203
270864;1431945236.00;76056246782
271008;1431967471.00;89172513367
271152;1431989722.00;104470000000
271296;1432012836.00;76358531229
271440;1432035646.00;83649702130
271584;1432058086.00;97054412329
271728;1432080736.00;96402005972
271872;1432103625.00;71635818629
272016;1432125953.00;85121319292
272160;1432148261.00;91580388926
272304;1432172039.00;76174650456
272448;1432193858.00;75420831368
272592;1432216293.00;78895022903
272736;1432238915.00;80432266970
272880;1432261934.00;66731596345
273024;1432284794.00;71796710780
273168;1432306850.00;93173426765
273312;1432329062.00;89492978192
273456;1432352725.00;70783463929
273600;1432375896.00;72426394856
273744;1432396498.00;101046000000
273888;1432420291.00;96006594371
274032;1432444481.00;73907005861
274176;1432466450.00;84936828262
274320;1432488984.00;104887000000
274464;1432511475.00;89927975741
274608;1432534317.00;65808923999
274752;1432556629.00;82275680255
274896;1432579313.00;88136628024
275040;1432602370.00;90642067891
275184;1432624464.00;76961415456
275328;1432647144.00;84464155152
275472;1432668667.00;107741000000
275616;1432693052.00;71782516583
275760;1432716127.00;80019508016
275904;1432738654.00;81060476111
276048;1432761686.00;95288240215
276192;1432784646.00;67155625882
276336;1432806465.00;82539097888
276480;1432829343.00;88245548665
276624;1432852182.00;82211311811
276768;1432875148.00;76147815051
276912;1432896849.00;80922729050
277056;1432920191.00;91323416232
277200;1432942560.00;81850867218
277344;1432965851.00;70134868204
277488;1432988207.00;82247013384
277632;1433010196.00;87926534383
277776;1433033769.00;73637196687
277920;1433056741.00;71761937642
278064;1433078333.00;76054886748
278208;1433101173.00;84920322298
278352;1433123884.00;71505047748
278496;1433146839.00;70686446461
278640;1433169317.00;78302995278
278784;1433192127.00;81738627164
278928;1433214938.00;74686586238
279072;1433238159.00;69734150947
279216;1433260766.00;80206520062
279360;1433283061.00;90632657138
279504;1433306031.00;68860829134
279648;1433328161.00;74521828843
279792;1433350274.00;100779000000
279936;1433373312.00;89079847046
280080;1433397038.00;68709235636
280224;1433419004.00;74042806826
280368;1433441793.00;86115328547
280512;1433464260.00;81966787272
280656;1433487387.00;71338395760
280800;1433509622.00;83809524225
280944;1433532178.00;92791270639
281088;1433555772.00;78122626256
281232;1433577551.00;74904333212
281376;1433600285.00;87251505840
281520;1433623149.00;82245939601
281664;1433646010.00;73614240655
281808;1433669205.00;71754024001
281952;1433690923.00;84144753698
282096;1433713452.00;87422424968
282240;1433737343.00;63355210801
282384;1433759226.00;75046921389
282528;1433782526.00;77859254770
282672;1433804575.00;90871568853
282816;1433828004.00;63994134860
282960;1433850489.00;71499354767
283104;1433872890.00;81787059909
283248;1433896213.00;69828214552
283392;1433918019.00;66395942448
283536;1433941215.00;77748814986
283680;1433963224.00;85426051971
283824;1433986317.00;76472399369
283968;1434008645.00;62839714509
284112;1434031290.00;77723247297
284256;1434054971.00;78130615626
284400;1434078654.00;62025766686
284544;1434100686.00;62679584759
284688;1434122780.00;74891452032
284832;1434144642.00;77892042255
284976;1434168603.00;59080558604
285120;1434190527.00;68592300478
285264;1434213160.00;78022676382
285408;1434236094.00;74606122589
285552;1434258841.00;66092016502
285696;1434281352.00;73388200711
285840;1434303776.00;88894020720
285984;1434327360.00;75502892393
286128;1434350409.00;55493760541
286272;1434371360.00;70652751112
286416;1434394166.00;82060795026
286560;1434417909.00;72177153553
286704;1434439671.00;68076344076
286848;1434463055.00;76409106171
286992;1434485462.00;70210735764
287136;1434509170.00;63492869267
287280;1434531513.00;65053714871
287424;1434554546.00;79895427242
287568;1434576950.00;80800551414
287712;1434599149.00;78154420927
287856;1434622608.00;61611180962
288000;1434644293.00;76534819267
288144;1434666949.00;78813524173
288288;1434690519.00;65568801714
288432;1434712268.00;77272869909
288576;1434735763.00;86919913421
288720;1434758510.00;57528241289
288864;1434781082.00;60931240442
289008;1434802753.00;72066676354
289152;1434825624.00;91753048361
289296;1434848419.00;80960621102
289440;1434871047.00;65689311309
289584;1434893646.00;72832109184
289728;1434916077.00;86516809374
289872;1434939892.00;67353504481
290016;1434961738.00;72465908850
290160;1434984111.00;84838227837
290304;1435007432.00;81405603291
290448;1435030158.00;71616720592
290592;1435053303.00;66506936369
290736;1435075244.00;67443824622
290880;1435098629.00;79242059467
291024;1435121461.00;49356760821
291168;1435143980.00;48703479009
291312;1435166369.00;57917103278
291456;1435189276.00;56471030934
291600;1435212074.00;46326760265
291744;1435234654.00;57944481353
291888;1435257377.00;63995162832
292032;1435279983.00;52486611471
292176;1435302863.00;48403210798
292320;1435325456.00;55820044973
292464;1435347344.00;60871766157
292608;1435370539.00;56253009685
292752;1435393468.00;48981679469
292896;1435414974.00;55125667988
293040;1435438097.00;58106971128
293184;1435462026.00;43568368440
293328;1435484612.00;55260949600
293472;1435506254.00;63032389858
293616;1435529351.00;59401219102
293760;1435552589.00;47982122785
293904;1435573970.00;60912745028
294048;1435596705.00;65360317360
294192;1435619978.00;58988954446
294336;1435643165.00;46875575484
294480;1435665241.00;56096111693
294624;1435687697.00;60951785143
294768;1435710892.00;60295513965
294912;1435732750.00;52640764148
295056;1435755797.00;54374460271
295200;1435778624.00;57190721134
295344;1435800798.00;55085377580
295488;1435825083.00;54008360297
295632;1435846602.00;54871102109
295776;1435869514.00;62025133177
295920;1435892341.00;46922604390
296064;1435915484.00;50447905677
296208;1435937527.00;59354496136
296352;1435960012.00;63260598962
296496;1435983280.00;51231652160
296640;1436005638.00;50908130490
296784;1436027772.00;57340496909
296928;1436051615.00;54777383212
297072;1436073551.00;53819436437
297216;1436096875.00;52439188855
297360;1436118404.00;62882783429
297504;1436142803.00;57848219822
297648;1436164257.00;50458645316
297792;1436186725.00;50394618300
297936;1436209834.00;54956324591
298080;1436232177.00;57200369450
298224;1436255108.00;47316999265
298368;1436277899.00;56794975635
298512;1436300707.00;59307979870
298656;1436323298.00;50940982834
298800;1436345061.00;54953084602
298944;1436368897.00;59755781681
299088;1436390708.00;63475379594
299232;1436413492.00;49796415653
299376;1436437102.00;50439571335
299520;1436458853.00;62046504639
299664;1436482134.00;61195686161
299808;1436505107.00;47024788944
299952;1436526964.00;59056757058
300096;1436549208.00;62654917373
300240;1436572942.00;63447300727
300384;1436595927.00;51495622016
300528;1436618106.00;60569306489
300672;1436640787.00;61608512401
300816;1436663615.00;59666136959
300960;1436685868.00;49064461452
301104;1436708501.00;65870225199
301248;1436730677.00;69893511437
301392;1436753945.00;55031815104
301536;1436776022.00;53272958494
301680;1436798805.00;63487436487
301824;1436821662.00;72690489843
301968;1436845091.00;49598670717
302112;1436866546.00;60734268159
302256;1436889382.00;61839789699
302400;1436912673.00;55033907006
302544;1436934744.00;57849705544
302688;1436957881.00;51859619913
302832;1436980392.00;68468741687
302976;1437003498.00;54478317055
303120;1437025105.00;55496959500
303264;1437048027.00;64901667980
303408;1437070577.00;73654449622
303552;1437092846.00;63835469739
303696;1437116126.00;62928780119
303840;1437138963.00;66937373672
303984;1437161421.00;79835405767
304128;1437184665.00;64641782394
304272;1437206568.00;70716345067
304416;1437229162.00;74550370515
304560;1437251516.00;71799545919
304704;1437274167.00;69896572925
304848;1437296959.00;61958724827
304992;1437320265.00;66937452150
305136;1437342271.00;82219415339
305280;1437365366.00;65729241916
305424;1437387647.00;73532093371
305568;1437409825.00;72006463913
305712;1437433594.00;66128844004
305856;1437455689.00;67262561254
306000;1437478628.00;73902213330
306144;1437500880.00;75728011736
306288;1437524644.00;69927612605
306432;1437546582.00;65105978410
306576;1437569045.00;72687878548
306720;1437591721.00;84132636631
306864;1437614656.00;79203368112
307008;1437636738.00;73612288249
307152;1437660458.00;75175905724
307296;1437683679.00;89036353849
307440;1437705081.00;71915661367
307584;1437727572.00;72302680704
307728;1437751125.00;75894404872
307872;1437774212.00;87989824785
308016;1437796592.00;65787236773
308160;1437818808.00;77510976610
308304;1437841576.00;74588455606
308448;1437865228.00;75206808629
308592;1437887448.00;66952376814
308736;1437910332.00;72452100544
308880;1437931644.00;73243528594
309024;1437955265.00;84063527971
309168;1437978005.00;66453979178
309312;1438000099.00;75766383342
309456;1438023008.00;93964136838
309600;1438046534.00;66868906248
309744;1438068653.00;74638277847
309888;1438091916.00;73691173948
310032;1438114313.00;85957600609
310176;1438136982.00;66652768705
310320;1438159476.00;67105502621
310464;1438182463.00;72438543004
310608;1438205296.00;70268326671
310752;1438227715.00;74892322225
310896;1438249391.00;80241607683
311040;1438271987.00;87163011346
311184;1438295487.00;79898888238
311328;1438318437.00;65573326449
311472;1438340843.00;74840736182
311616;1438363555.00;83415578323
311760;1438385927.00;75382773728
311904;1438409500.00;61278142412
312048;1438431856.00;74023080954
312192;1438453794.00;74638533003
312336;1438476797.00;69651815242
312480;1438499040.00;66482276820
312624;1438522250.00;68265857289
312768;1438544846.00;74203733909
312912;1438567432.00;71731844110
313056;1438589880.00;74358489925
313200;1438612644.00;72322964267
313344;1438634814.00;78591505032
313488;1438658071.00;68258669131
313632;1438680864.00;71151121837
313776;1438702411.00;75611809586
313920;1438726909.00;66322701847
314064;1438748237.00;65482372813
314208;1438771276.00;67677760238
314352;1438794260.00;76253706826
314496;1438815999.00;73733929349
314640;1438839610.00;60806602137
314784;1438861394.00;80473153725
314928;1438884652.00;80290157958
315072;1438907626.00;75183787583
315216;1438929941.00;65531114030
315360;1438952438.00;77269439750
315504;1438975511.00;65302820784
315648;1438997887.00;66196684080
315792;1439020804.00;59921710597
315936;1439042778.00;72199246534
316080;1439065835.00;75569598046
316224;1439088743.00;62851462766
316368;1439110701.00;71493851194
316512;1439134425.00;75107826656
316656;1439156048.00;76833339997
316800;1439178891.00;65318580283
316944;1439201490.00;66471303653
317088;1439223952.00;71409239454
317232;1439247121.00;71134379287
317376;1439269447.00;63553945644
317520;1439292115.00;68802143283
317664;1439315077.00;69786649308
317808;1439337614.00;68440322414
317952;1439360355.00;59399553779
318096;1439382661.00;67281031371
318240;1439404884.00;73361311169
318384;1439428607.00;66710812539
318528;1439450912.00;63550682096
318672;1439473587.00;72842445548
318816;1439496337.00;69934712031
318960;1439519276.00;64005525846
319104;1439541239.00;66598602930
319248;1439563383.00;71360689816
319392;1439585847.00;77762931914
319536;1439609448.00;65547087390
319680;1439632849.00;66982463520
319824;1439654769.00;80178732423
319968;1439677367.00;67899369744
320112;1439700607.00;57348048433
320256;1439723285.00;64841984865
320400;1439745971.00;76145798319
320544;1439767879.00;70489841696
320688;1439791205.00;60921630213
320832;1439813266.00;77126857793
320976;1439836840.00;76174132779
321120;1439859137.00;66717055898
321264;1439881847.00;58308461922
321408;1439904058.00;73290810823
321552;1439926792.00;70435008941
321696;1439949923.00;58157300635
321840;1439971696.00;66750511026
321984;1439994974.00;69474323887
322128;1440018264.00;77012982303
322272;1440039831.00;64249564281
322416;1440062166.00;65742190126
322560;1440085806.00;69569760472
322704;1440108141.00;73375377926
322848;1440131081.00;66970510374
322992;1440153792.00;56716372969
323136;1440176133.00;81186389801
323280;1440198981.00;72626895718
323424;1440222131.00;53621544302
323568;1440244167.00;77554395023
323712;1440266924.00;70288991479
323856;1440290055.00;67757038898
324000;1440312565.00;56294906358
324144;1440335284.00;71318729047
324288;1440358307.00;70654845479
324432;1440380965.00;68486511519
324576;1440402978.00;62146544035
324720;1440425808.00;67824152797
324864;1440448081.00;69063591026
325008;1440471032.00;68106636917
325152;1440493656.00;60560169227
325296;1440515929.00;72482696523
325440;1440539238.00;72293715933
325584;1440561597.00;61487281811
325728;1440584264.00;66085284586
325872;1440606784.00;70542635771
326016;1440630048.00;68639186392
326160;1440652427.00;63224004952
326304;1440674695.00;59791359360
326448;1440697397.00;65123211797
326592;1440720504.00;57606914678
326736;1440743081.00;63191329642
326880;1440765030.00;64610454674
327024;1440788411.00;66701336226
327168;1440811571.00;70117068800
327312;1440834316.00;52294001458
327456;1440856767.00;66133039480
327600;1440879467.00;61848530258
327744;1440902387.00;54770410961
327888;1440924689.00;61879820763
328032;1440946767.00;73211601914
328176;1440970387.00;64892748431
328320;1440992605.00;63184166563
328464;1441014932.00;65769351187
328608;1441037836.00;66705514040
328752;1441060690.00;74193908919
328896;1441084484.00;54207606924
329040;1441106268.00;65597935912
329184;1441128051.00;67772863086
329328;1441151746.00;71118529861
329472;1441173991.00;62424338008
329616;1441195893.00;72447047686
329760;1441219148.00;78359111051
329904;1441242735.00;64197555098
330048;1441265243.00;62189913537
330192;1441287468.00;64150906837
330336;1441310069.00;64892187276
330480;1441332646.00;65808375169
330624;1441355792.00;67106835006
330768;1441377915.00;65605092564
330912;1441400440.00;68242088824
331056;1441424383.00;59789410322
331200;1441445999.00;66373801807
331344;1441469145.00;72685867952
331488;1441491696.00;67745074851
331632;1441515205.00;55352066526
331776;1441536259.00;77864834844
331920;1441559672.00;71298741540
332064;1441582694.00;69795185976
332208;1441605547.00;60593326629
332352;1441627528.00;64324410006
332496;1441649630.00;78828429756
332640;1441672682.00;62847819986
332784;1441696070.00;54811021042
332928;1441718934.00;54633963400
333072;1441740328.00;71481653689
333216;1441763706.00;54217447658
333360;1441786981.00;57044022664
333504;1441809349.00;64796107533
333648;1441830835.00;79986463138
333792;1441854995.00;51350000722
333936;1441877117.00;58231397909
334080;1441899245.00;64876593879
334224;1441922754.00;62979963703
334368;1441945923.00;57358963967
334512;1441967678.00;62160292212
334656;1441991105.00;66605932584
334800;1442014135.00;66126410584
334944;1442036454.00;64392942391
335088;1442059425.00;60944306606
335232;1442081362.00;72786319241
335376;1442104110.00;64143747950
335520;1442126999.00;56718153633
335664;1442149786.00;63525163829
335808;1442172090.00;74574706839
335952;1442195346.00;56218646907
336096;1442218674.00;56510943810
336240;1442240326.00;67952296987
336384;1442263856.00;64624605950
336528;1442285768.00;61912993669
336672;1442308478.00;61063477553
336816;1442330993.00;76071139085
336960;1442353593.00;73932408129
337104;1442376129.00;57699104395
337248;1442398017.00;66320010728
337392;1442421777.00;73185351930
337536;1442444632.00;77416594995
337680;1442467259.00;58863953391
337824;1442489939.00;66928875045
337968;1442512931.00;75164404455
338112;1442535788.00;65528528127
338256;1442558762.00;61075884068
338400;1442580502.00;78636864449
338544;1442602607.00;83257182389
338688;1442626700.00;62152139023
338832;1442649033.00;62268499665
338976;1442671059.00;76467244565
339120;1442694158.00;70061985478
339264;1442716408.00;70238195517
339408;1442740019.00;63743241272
339552;1442761556.00;71204977999
339696;1442785327.00;76204177788
339840;1442807417.00;70093457469
339984;1442829857.00;64012113130
340128;1442853062.00;71534190293
340272;1442875488.00;74951699605
340416;1442898676.00;54444782921
340560;1442921530.00;62042195049
340704;1442943580.00;65555282817
340848;1442967144.00;57965656713
340992;1442988683.00;61156696796
341136;1443011606.00;71067278178
341280;1443034797.00;73745700710
341424;1443057645.00;67515342075
341568;1443080036.00;55296651972
341712;1443102915.00;61655487525
341856;1443125699.00;67650374925
342000;1443148901.00;61549259129
342144;1443171111.00;60335138546
342288;1443193292.00;64799803306
342432;1443216508.00;66128456397
342576;1443239498.00;62201224526
342720;1443261110.00;74513416473
342864;1443283375.00;70428253300
343008;1443308217.00;63711637023
343152;1443329913.00;55278591867
343296;1443351643.00;68692232506
343440;1443374989.00;79526524434
343584;1443398646.00;67017108300
343728;1443420622.00;64762112461
343872;1443443086.00;72450500851
344016;1443465551.00;76134520416
344160;1443488493.00;71752155076
344304;1443510552.00;72878928769
344448;1443533529.00;58661990817
344592;1443557067.00;55775785404
344736;1443579294.00;59341709274
344880;1443601734.00;62269598101
345024;1443625260.00;61297247652
345168;1443647618.00;56659018771
345312;1443670296.00;62491535411
345456;1443692492.00;61136462684
345600;1443715519.00;53962370381
345744;1443738064.00;71104338060
345888;1443760837.00;55191880095
346032;1443783335.00;56283360587
346176;1443805736.00;61048268540
346320;1443828216.00;57071565039
346464;1443850487.00;56680952735
346608;1443874284.00;53745494155
346752;1443896622.00;58445490901
346896;1443918457.00;57068529437
347040;1443941727.00;56309453132
347184;1443964297.00;54025225913
347328;1443986554.00;60851040987
347472;1444010559.00;55215242291
347616;1444032114.00;59157607321
347760;1444055327.00;56964806916
347904;1444078521.00;57641716348
348048;1444100335.00;59691948917
348192;1444123061.00;56387917450
348336;1444145122.00;53863171058
348480;1444168734.00;59183417628
348624;1444190643.00;57213305879
348768;1444213713.00;63752535483
348912;1444236641.00;56698266661
349056;1444259916.00;51950846945
349200;1444281302.00;51813638396
349344;1444304134.00;57201265182
349488;1444325794.00;59611303422
349632;1444349325.00;53975108316
349776;1444373303.00;60590326564
349920;1444395416.00;58059292823
350064;1444417953.00;56994972935
350208;1444441208.00;56610783232
350352;1444463332.00;60132708456
350496;1444485822.00;57630666659
350640;1444509541.00;54142658761
350784;1444531088.00;55332715750
350928;1444554359.00;56363231183
351072;1444576444.00;61602264524
351216;1444600011.00;55209430852
351360;1444622957.00;57906826813
351504;1444644785.00;64194017117
351648;1444667904.00;60566395513
351792;1444690190.00;59398387144
351936;1444712481.00;60464585859
352080;1444735162.00;74080687188
352224;1444758232.00;64571127816
352368;1444780651.00;63122634722
352512;1444803449.00;59893701174
352656;1444825877.00;65254072082
352800;1444849239.00;71557856875
352944;1444871597.00;61624524610
353088;1444894311.00;60118127784
353232;1444916625.00;65067244561
353376;1444939247.00;71675662892
353520;1444961517.00;61927629142
353664;1444984800.00;57566703898
353808;1445006657.00;65985157690
353952;1445029447.00;71908407773
354096;1445053907.00;54632018569
354240;1445075428.00;70422222184
354384;1445098321.00;72099869479
354528;1445121002.00;68928775278
354672;1445143583.00;65542421961
354816;1445166052.00;67132720638
354960;1445188621.00;64939847635
355104;1445211920.00;61765888752
355248;1445234083.00;71487791831
355392;1445257040.00;64323698047
355536;1445279745.00;60584865866
355680;1445302427.00;65405517701
355824;1445325322.00;51935977833
355968;1445347317.00;64691901187
356112;1445370358.00;62477422397
356256;1445393196.00;69618055450
356400;1445415657.00;57777320250
356544;1445438616.00;62463933763
356688;1445462033.00;57622207069
356832;1445484304.00;59093601631
356976;1445506685.00;61269435291
357120;1445529348.00;69839520232
357264;1445552025.00;65477407103
357408;1445575122.00;60437763694
357552;1445597471.00;64489083525
357696;1445619845.00;63980816712
357840;1445642437.00;59321392254
357984;1445665501.00;59047394723
358128;1445687909.00;62020952147
358272;1445710808.00;64298769559
358416;1445733023.00;62380750648
358560;1445756027.00;65994674190
358704;1445779006.00;65555363793
358848;1445800863.00;76826552316
358992;1445824059.00;66791707210
359136;1445846173.00;73003570412
359280;1445868847.00;72238876736
359424;1445892180.00;73847075773
359568;1445914413.00;69379912026
359712;1445937210.00;70685387050
359856;1445959363.00;83627774126
360000;1445983058.00;75486493791
360144;1446005096.00;73732739768
360288;1446028753.00;64142710786
360432;1446050574.00;80684356047
360576;1446073048.00;81101093111
360720;1446096255.00;71150860304
360864;1446118444.00;72624700235
361008;1446141452.00;87380604471
361152;1446163115.00;89221481059
361296;1446187076.00;75300132187
361440;1446209734.00;73538483061
361584;1446231860.00;77413515715
361728;1446255176.00;71890769712
361872;1446277621.00;76873705460
362016;1446300013.00;71456346840
362160;1446323033.00;70463135939
362304;1446346300.00;66686888423
362448;1446368366.00;80339290730
362592;1446390611.00;87735313268
362736;1446413586.00;82711577490
362880;1446436656.00;65424672152
363024;1446459146.00;69287194201
363168;1446481716.00;82577987202
363312;1446504296.00;76671187969
363456;1446527598.00;71427288941
363600;1446550278.00;69923086822
363744;1446573088.00;74671519842
363888;1446595848.00;85489977737
364032;1446618104.00;63705890958
364176;1446640573.00;68628484190
364320;1446662322.00;109120000000
364464;1446685227.00;84542306423
364608;1446708756.00;71314449421
364752;1446731060.00;79516974864
364896;1446753977.00;81422190389
365040;1446775759.00;75891838317
365184;1446799434.00;71168885818
365328;1446822137.00;80721056831
365472;1446844826.00;96874137511
365616;1446867821.00;71727267542
365760;1446889534.00;76473777665
365904;1446912227.00;89042025634
366048;1446935115.00;84957314448
366192;1446958298.00;74514220263
366336;1446979722.00;90026983556
366480;1447003021.00;96650130158
366624;1447026906.00;84436468997
366768;1447048687.00;80956249206
366912;1447072315.00;77531438398
367056;1447094292.00;104079000000
367200;1447117476.00;84342565557
367344;1447139582.00;93485727203
367488;1447161204.00;101431000000
367632;1447184509.00;108797000000
367776;1447207262.00;97020047493
367920;1447230765.00;74964917171
368064;1447252385.00;113103000000
368208;1447275496.00;88039757802
368352;1447298767.00;68861481689
368496;1447320894.00;85209083987
368640;1447342630.00;118196000000
368784;1447366178.00;105393000000
368928;1447388785.00;89129950629
369072;1447411406.00;97558060685
369216;1447433392.00;113923000000
369360;1447456771.00;130598000000
369504;1447479678.00;98412730976
369648;1447502494.00;94283490569
369792;1447525317.00;112932000000
369936;1447547206.00;126309000000
370080;1447570641.00;107633000000
370224;1447593196.00;136533000000
370368;1447616257.00;117245000000
370512;1447638972.00;100790000000
370656;1447661714.00;95038125646
370800;1447684551.00;116733000000
370944;1447706533.00;128774000000
371088;1447729823.00;110072000000
371232;1447751991.00;113265000000
371376;1447774833.00;130760000000
371520;1447797992.00;110199000000
371664;1447820886.00;101639000000
371808;1447841826.00;130414000000
371952;1447865648.00;129215000000
372096;1447887977.00;110824000000
372240;1447910673.00;113362000000
372384;1447932951.00;111454000000
372528;1447956774.00;129860000000
372672;1447979376.00;122739000000
372816;1448002045.00;96883837276
372960;1448024433.00;91444984866
373104;1448047698.00;92179399481
373248;1448070264.00;106970000000
373392;1448092112.00;101645000000
373536;1448115214.00;100225000000
373680;1448137285.00;106223000000
373824;1448161180.00;100118000000
373968;1448183759.00;87384380929
374112;1448206404.00;81448320047
374256;1448228916.00;92077987831
374400;1448251776.00;97091268241
374544;1448273794.00;113111000000
374688;1448296710.00;97048958210
374832;1448319599.00;93229711082
374976;1448342189.00;99768970912
375120;1448365152.00;91251492461
375264;1448388173.00;84139325658
375408;1448411051.00;84153730785
375552;1448432237.00;99747320286
375696;1448456297.00;90386899585
375840;1448477858.00;87711548504
375984;1448501445.00;84278639531
376128;1448524453.00;80280922516
376272;1448546865.00;91241753595
376416;1448569613.00;94704757578
376560;1448592437.00;95649772165
376704;1448615037.00;87235530435
376848;1448638051.00;95714772741
376992;1448660735.00;95084263908
377136;1448683489.00;100495000000
377280;1448705071.00;101556000000
377424;1448727843.00;126797000000
377568;1448751006.00;109415000000
377712;1448773683.00;101100000000
377856;1448796238.00;109598000000
378000;1448819056.00;119169000000
378144;1448842039.00;108277000000
378288;1448863668.00;99722899894
378432;1448886853.00;110482000000
378576;1448908374.00;135522000000
378720;1448931911.00;113145000000
378864;1448955056.00;97450520869
379008;1448976977.00;103797000000
379152;1449000105.00;124273000000
379296;1449023445.00;102364000000
379440;1449045361.00;108647000000
379584;1449069320.00;105243000000
379728;1449091577.00;103978000000
379872;1449114249.00;110152000000
380016;1449136852.00;97387469844
380160;1449159075.00;122415000000
380304;1449182224.00;120786000000
380448;1449204764.00;87138060931
380592;1449227597.00;90624286835
380736;1449249781.00;109261000000
380880;1449272894.00;122337000000
381024;1449296121.00;84402195680
381168;1449317619.00;111702000000
381312;1449340222.00;131783000000
381456;1449363562.00;101436000000
381600;1449386580.00;87666988231
381744;1449408783.00;117582000000
381888;1449431451.00;150230000000
382032;1449455872.00;101557000000
382176;1449477670.00;104528000000
382320;1449499771.00;99215849348
382464;1449523265.00;114706000000
382608;1449546489.00;69209718708
382752;1449568492.00;94648670564
382896;1449591126.00;114517000000
383040;1449612800.00;128194000000
383184;1449637679.00;80600265373
383328;1449659628.00;85031236411
383472;1449682983.00;104334000000
383616;1449705877.00;103394000000
383760;1449728429.00;76205142252
383904;1449750839.00;93956391206
384048;1449772542.00;107331000000
384192;1449796418.00;102061000000
384336;1449819146.00;81171095051
384480;1449840573.00;85478297761
384624;1449863709.00;108186000000
384768;1449886818.00;95248351846
384912;1449909519.00;80667285363
385056;1449931272.00;104750000000
385200;1449955102.00;99793042143
385344;1449978471.00;88831605500
385488;1450000176.00;92761071653
385632;1450023024.00;109619000000
385776;1450046642.00;95849100563
385920;1450068531.00;74784841043
386064;1450091099.00;96821935126
386208;1450114717.00;96862408802
386352;1450136492.00;96757797710
386496;1450158735.00;80776897205
386640;1450182349.00;91514962055
386784;1450204076.00;103864000000
386928;1450227946.00;99356276317
387072;1450250075.00;101338000000
387216;1450272427.00;110046000000
387360;1450295175.00;117521000000
387504;1450318158.00;106629000000
387648;1450340291.00;92917655289
387792;1450363028.00;97889907942
387936;1450386510.00;104809000000
388080;1450408497.00;91610107893
388224;1450431565.00;90780768774
388368;1450453677.00;107317000000
388512;1450477165.00;98568995581
388656;1450499558.00;95886489944
388800;1450522116.00;85355415492
388944;1450544957.00;108037000000
389088;1450567992.00;105659000000
389232;1450590331.00;90937689972
389376;1450613485.00;99757227729
389520;1450636849.00;105329000000
389664;1450658412.00;97672996143
389808;1450681809.00;82775119626
389952;1450703202.00;92907884555
390096;1450726075.00;101757000000
390240;1450749117.00;87717370406
390384;1450771477.00;105395000000
390528;1450793965.00;116469000000
390672;1450817659.00;100214000000
390816;1450840568.00;82348425365
390960;1450863315.00;91124394039
391104;1450885330.00;108696000000
391248;1450908489.00;90336206953
391392;1450931840.00;70418284014
391536;1450954432.00;75802989573
391680;1450976176.00;89100252049
391824;1450999008.00;72943816968
391968;1451021739.00;91512526659
392112;1451043523.00;88054699085
392256;1451067418.00;121293000000
392400;1451089898.00;101200000000
392544;1451112861.00;94497241355
392688;1451134660.00;102421000000
392832;1451157758.00;101971000000
392976;1451181356.00;84400549857
393120;1451203692.00;101231000000
393264;1451225656.00;118075000000
393408;1451247518.00;115418000000
393552;1451271177.00;89939982217
393696;1451294182.00;93215431120
393840;1451316368.00;111830000000
393984;1451340367.00;103038000000
394128;1451361863.00;93738160675
394272;1451385458.00;96612770489
394416;1451408101.00;103277000000
394560;1451429518.00;125384000000
394704;1451455034.00;82838470958
394848;1451476714.00;105020000000
394992;1451499252.00;97381207649
395136;1451522288.00;105635000000
395280;1451543036.00;112918000000
395424;1451567218.00;111432000000
395568;1451590180.00;108678000000
395712;1451613540.00;74652708167
395856;1451635763.00;70893783362
396000;1451657219.00;132182000000
396144;1451681649.00;94168216699
396288;1451703760.00;83122811743
396432;1451727039.00;81647934143
396576;1451748620.00;109235000000
396720;1451770354.00;108780000000
396864;1451794919.00;89872541759
397008;1451817834.00;89633997738
397152;1451839469.00;113576000000
397296;1451862401.00;96158675179
397440;1451884844.00;87930521577
397584;1451907674.00;98848276750
397728;1451930136.00;133742000000
397872;1451953487.00;98403830457
398016;1451976095.00;94069212390
398160;1451997787.00;129138000000
398304;1452020949.00;117216000000
398448;1452044039.00;105730000000
398592;1452066693.00;95655500738
398736;1452088839.00;103639000000
398880;1452112402.00;99142485539
399024;1452135217.00;85211740872
399168;1452157965.00;85314973436
399312;1452180029.00;102291000000
399456;1452202294.00;130531000000
399600;1452226086.00;97505371987
399744;1452248409.00;90495329573
399888;1452270965.00;119962000000
400032;1452294673.00;100766000000
400176;1452317674.00;99554983510
400320;1452339531.00;100439000000
400464;1452361686.00;117430000000
400608;1452384930.00;97928296119
400752;1452406557.00;102446000000
400896;1452430956.00;85701712853
401040;1452452829.00;122522000000
401184;1452475920.00;104692000000
401328;1452498632.00;88888894211
401472;1452520734.00;105132000000
401616;1452544396.00;101102000000
401760;1452566365.00;105386000000
401904;1452588931.00;87973950231
402048;1452612030.00;90437529300
402192;1452634690.00;105876000000
402336;1452657508.00;92551420871
402480;1452679508.00;105567000000
402624;1452702109.00;112476000000
402768;1452725641.00;97685144031
402912;1452747702.00;81253473559
403056;1452770737.00;79705674512
