blockNumber;time;netHashPerSecond
134784;1410511484.00;72830414484
134928;1410534133.00;78846637128
135072;1410556875.00;77597429485
135216;1410579012.00;80259656022
135360;1410601582.00;76636826520
135504;1410623628.00;93370219766
135648;1410646792.00;78890165772
135792;1410669293.00;77691791998
135936;1410692264.00;76704220640
136080;1410714604.00;92543228470
136224;1410737727.00;83648573849
136368;1410759957.00;79738830597
136512;1410782142.00;102344000000
136656;1410804964.00;100395000000
136800;1410828098.00;110027000000
136944;1410850391.00;96909415710
137088;1410873303.00;96644638143
137232;1410895475.00;117592000000
137376;1410918169.00;112285000000
137520;1410940883.00;99734868309
137664;1410963232.00;101047000000
137808;1410986029.00;108413000000
137952;1411009087.00;87773834249
138096;1411030880.00;103279000000
138240;1411053856.00;118580000000
138384;1411076437.00;107487000000
138528;1411099512.00;92268358651
138672;1411121797.00;101461000000
138816;1411144015.00;108671000000
138960;1411167187.00;103941000000
139104;1411189635.00;95339060427
139248;1411211980.00;102272000000
139392;1411234076.00;116855000000
139536;1411258213.00;107191000000
139680;1411279962.00;99426773738
139824;1411302420.00;98417841730
139968;1411325107.00;105255000000
140112;1411348044.00;86906874287
140256;1411370498.00;83993494382
140400;1411393636.00;91486802788
140544;1411416077.00;90814818177
140688;1411438475.00;90173109750
140832;1411460739.00;99933096094
140976;1411484034.00;92577120988
141120;1411506014.00;92087328626
141264;1411529008.00;94802492078
141408;1411551732.00;102300000000
141552;1411574259.00;91357698269
141696;1411597035.00;87836826896
141840;1411619753.00;90680068275
141984;1411641977.00;79369993702
142128;1411665042.00;84210984282
142272;1411687240.00;90168330890
142416;1411710138.00;87855484999
142560;1411733646.00;81932879517
142704;1411754968.00;88555151048
142848;1411777701.00;79219615696
142992;1411800194.00;82802581503
143136;1411823491.00;75476971696
143280;1411845945.00;75065703295
143424;1411869589.00;74017377793
143568;1411891126.00;90293076860
143712;1411914220.00;83264714399
143856;1411935818.00;95579800978
144000;1411958906.00;89205831677
144144;1411982165.00;89786541070
144288;1412003910.00;98084696604
144432;1412026636.00;101446000000
144576;1412049574.00;91047441180
144720;1412072330.00;98354415072
144864;1412095024.00;95034110715
145008;1412117403.00;97169045963
145152;1412140156.00;88213924584
145296;1412163175.00;82952289560
145440;1412185153.00;82552697727
145584;1412208517.00;68956045497
145728;1412231115.00;76227929112
145872;1412252955.00;79591015234
146016;1412276747.00;71290683044
146160;1412299545.00;80185572560
146304;1412321948.00;74889351056
146448;1412344952.00;70700148969
146592;1412367414.00;75820393993
146736;1412388948.00;73895166286
146880;1412412270.00;65323905241
147024;1412435388.00;75232058525
147168;1412458120.00;77957388122
147312;1412480893.00;60635797064
147456;1412503170.00;63044290480
147600;1412525556.00;65184749083
147744;1412548702.00;63818926876
147888;1412571502.00;61463435687
148032;1412593931.00;62769634554
148176;1412616928.00;62609602234
148320;1412640095.00;61543352587
148464;1412661965.00;58284687893
148608;1412684200.00;62655962962
148752;1412706932.00;64990286771
148896;1412729348.00;60055502739
149040;1412752471.00;67331662182
149184;1412774437.00;66412719872
149328;1412797691.00;69415106102
149472;1412820058.00;64424483898
149616;1412842374.00;64149320822
149760;1412865806.00;72717725401
149904;1412887494.00;73680409168
150048;1412911111.00;62619304373
150192;1412933708.00;64751587815
150336;1412955424.00;73866730215
150480;1412978643.00;76833081580
150624;1413000976.00;72868635208
150768;1413024029.00;75620849852
150912;1413045934.00;74298221335
151056;1413069007.00;68502282764
151200;1413091285.00;66208697697
151344;1413114484.00;64168123942
151488;1413136952.00;67621687136
151632;1413159597.00;71515089245
151776;1413181834.00;73581582485
151920;1413204287.00;75860357916
152064;1413226985.00;74228574877
152208;1413249877.00;70519835476
152352;1413273082.00;64922758749
152496;1413295036.00;63672051387
152640;1413318347.00;62015698499
152784;1413340593.00;62676138619
152928;1413363337.00;62248484919
153072;1413386463.00;70387792559
153216;1413409139.00;63353586901
153360;1413431136.00;62853603327
153504;1413454385.00;60996450295
153648;1413476581.00;70761847917
153792;1413499633.00;71135989534
153936;1413521260.00;66239313842
154080;1413544714.00;66908005398
154224;1413566691.00;72458163533
154368;1413590018.00;63056384131
154512;1413612857.00;59110091313
154656;1413635106.00;62512879986
154800;1413657251.00;61708135710
154944;1413680027.00;64141366231
155088;1413702131.00;63888282379
155232;1413725709.00;62919210665
155376;1413747818.00;65981662823
155520;1413770546.00;63162978916
155664;1413793870.00;63453973734
155808;1413816279.00;69031746152
155952;1413837996.00;69701176851
156096;1413861604.00;64361892850
156240;1413883393.00;64351348224
156384;1413906352.00;62049353866
156528;1413929703.00;59288934844
156672;1413953124.00;56146668982
156816;1413974858.00;63237364137
156960;1413997394.00;59513885257
157104;1414019913.00;62170939313
157248;1414042792.00;59064804922
157392;1414065125.00;68266491700
157536;1414087217.00;67935254737
157680;1414109416.00;70112556980
157824;1414132509.00;65616683048
157968;1414155352.00;71457074456
158112;1414177149.00;65436926141
158256;1414200820.00;68218252234
158400;1414223200.00;71628503077
158544;1414246993.00;60093465598
158688;1414267841.00;71533672852
158832;1414291490.00;62890069097
158976;1414313385.00;67107197248
159120;1414337131.00;62889315945
159264;1414359202.00;67388137215
159408;1414381698.00;63091349087
159552;1414405047.00;45853188540
159696;1414427873.00;55961844457
159840;1414451315.00;59597306887
159984;1414473023.00;58495041138
160128;1414495145.00;62722891368
160272;1414518437.00;61636894950
160416;1414540844.00;56304092096
160560;1414563139.00;57887654886
160704;1414586544.00;62209824365
160848;1414608763.00;70263669896
160992;1414630966.00;71453993514
161136;1414654103.00;56394800948
161280;1414678416.00;57600684150
161424;1414698311.00;69688583395
161568;1414721798.00;63983218989
161712;1414744784.00;63027510798
161856;1414767078.00;71469686565
162000;1414789108.00;72383873720
162144;1414813253.00;68963562823
162288;1414834360.00;78065671201
162432;1414857173.00;71665577136
162576;1414880198.00;74535872450
162720;1414902383.00;67427039972
162864;1414924595.00;70600487931
163008;1414946908.00;77443755964
163152;1414969537.00;85033633924
163296;1414992855.00;77539249996
163440;1415015477.00;73308980270
163584;1415039100.00;74753564688
163728;1415060814.00;80498582000
163872;1415083108.00;85735273922
164016;1415105857.00;74394675268
164160;1415129020.00;76916789785
164304;1415151017.00;75288833014
164448;1415174121.00;68629461615
164592;1415197252.00;71027903960
164736;1415219488.00;71648883728
164880;1415242147.00;63233849571
165024;1415264974.00;60966695541
165168;1415287621.00;63822084058
165312;1415309423.00;70587229039
165456;1415332281.00;64025382076
165600;1415354897.00;61949610341
165744;1415377097.00;83108697462
165888;1415400708.00;77928706959
166032;1415422999.00;65398388221
166176;1415444826.00;83240826012
166320;1415468213.00;82980100694
166464;1415490184.00;89043384815
166608;1415513112.00;92642522613
166752;1415535113.00;98706754812
166896;1415557219.00;106758000000
167040;1415580187.00;106814000000
167184;1415603301.00;115554000000
167328;1415625629.00;119327000000
167472;1415649448.00;112739000000
167616;1415672132.00;99581770669
167760;1415694484.00;102925000000
167904;1415716482.00;113568000000
168048;1415739273.00;109243000000
168192;1415761939.00;96463244274
168336;1415784464.00;94281689939
168480;1415808060.00;90621307485
168624;1415830016.00;107160000000
168768;1415852029.00;98959057714
168912;1415874851.00;97729413171
169056;1415897606.00;105850000000
169200;1415921351.00;104306000000
169344;1415943678.00;93222316197
169488;1415966027.00;99905915570
169632;1415988581.00;100680000000
169776;1416011072.00;93136157115
169920;1416033674.00;94727251931
170064;1416056229.00;107436000000
170208;1416079338.00;107892000000
170352;1416101398.00;110145000000
170496;1416123690.00;96292970145
170640;1416146829.00;110633000000
170784;1416169309.00;122080000000
170928;1416192026.00;94754915473
171072;1416215392.00;102559000000
171216;1416237565.00;114107000000
171360;1416260645.00;89857527639
171504;1416283572.00;97130061125
171648;1416304921.00;117245000000
171792;1416327975.00;100325000000
171936;1416351525.00;106026000000
172080;1416373765.00;89486704891
172224;1416395843.00;110272000000
172368;1416417876.00;121202000000
172512;1416441212.00;101984000000
172656;1416464643.00;92844765717
172800;1416486167.00;106917000000
172944;1416508603.00;101021000000
173088;1416532400.00;108114000000
173232;1416554290.00;101528000000
173376;1416577576.00;101731000000
173520;1416600482.00;93662134092
173664;1416623307.00;89439614408
173808;1416645019.00;93473264580
173952;1416668487.00;97311600090
174096;1416690796.00;104845000000
174240;1416713000.00;98139529880
174384;1416734982.00;104909000000
174528;1416758353.00;100764000000
174672;1416780879.00;99053025281
174816;1416803457.00;97830199860
174960;1416826261.00;86681244178
175104;1416849737.00;99278940688
175248;1416871414.00;110338000000
175392;1416894669.00;81087686321
175536;1416917294.00;99398679821
175680;1416939082.00;95656592044
175824;1416962062.00;92236845415
175968;1416985799.00;92549673277
176112;1417008252.00;94591596644
176256;1417030910.00;107837000000
176400;1417053310.00;89574378547
176544;1417076494.00;87315526637
176688;1417098538.00;95678526083
176832;1417120999.00;104672000000
176976;1417144220.00;86283594478
177120;1417166912.00;88149068386
177264;1417189684.00;67668883926
177408;1417212037.00;82191752462
177552;1417234306.00;92813879083
177696;1417257092.00;99515216776
177840;1417279526.00;90225656034
177984;1417303002.00;91390782020
178128;1417325609.00;76651528778
178272;1417346946.00;81859868527
178416;1417370643.00;101330000000
178560;1417393552.00;91277119077
178704;1417416303.00;73181253894
178848;1417437622.00;87729653241
178992;1417460710.00;98637579141
179136;1417484054.00;82582891869
179280;1417505994.00;79305496263
179424;1417528457.00;88914712429
179568;1417551391.00;97965143415
179712;1417574348.00;88348852465
179856;1417596798.00;82218533529
180000;1417620239.00;89648992250
180144;1417642248.00;103734000000
180288;1417664520.00;92369924687
180432;1417688150.00;100336000000
180576;1417710214.00;99573381022
180720;1417732673.00;101119000000
180864;1417755993.00;83047185247
181008;1417778279.00;87801312954
181152;1417801240.00;88929580412
181296;1417823067.00;93256677450
181440;1417846604.00;88171329465
181584;1417869441.00;90831890208
181728;1417891642.00;100502000000
181872;1417913703.00;99736171861
182016;1417936698.00;79025405194
182160;1417959373.00;98024468188
182304;1417982941.00;92125194125
182448;1418005633.00;87218757119
182592;1418027057.00;92651462536
182736;1418050219.00;92605229889
182880;1418073172.00;108029000000
183024;1418095729.00;93399314978
183168;1418117998.00;95242256701
183312;1418139899.00;100186000000
183456;1418163588.00;107222000000
183600;1418185589.00;89312907719
183744;1418208011.00;91134787115
183888;1418230675.00;90304631842
184032;1418253990.00;89602622035
184176;1418276656.00;80143705566
184320;1418299308.00;93321658498
184464;1418321196.00;103143000000
184608;1418344771.00;93567787920
184752;1418366866.00;89145455474
184896;1418390078.00;92342301094
185040;1418412754.00;90272719423
185184;1418435823.00;99725597928
185328;1418458028.00;101127000000
185472;1418480839.00;90198606999
185616;1418503823.00;98661653581
185760;1418526258.00;85856875791
185904;1418548248.00;87191127152
186048;1418571336.00;88821915308
186192;1418594068.00;91349749963
186336;1418617056.00;74713676280
186480;1418639345.00;82357358380
186624;1418662183.00;95783292734
186768;1418684933.00;102451000000
186912;1418707888.00;86848168359
187056;1418730179.00;83071064239
187200;1418753263.00;93936387569
187344;1418775564.00;92784692426
187488;1418798690.00;93240789768
187632;1418820153.00;87744106222
187776;1418842940.00;96278204645
187920;1418866578.00;89420801126
188064;1418889854.00;83964606588
188208;1418911365.00;94567765958
188352;1418934378.00;85133208594
188496;1418958064.00;77066666282
188640;1418979167.00;85322923780
188784;1419001707.00;93750636698
188928;1419025700.00;81328685633
189072;1419048054.00;78135559568
189216;1419070557.00;68947832527
189360;1419092845.00;81636959565
189504;1419116093.00;76849119609
189648;1419138950.00;71569975111
189792;1419161211.00;82755087911
189936;1419183556.00;89135243392
190080;1419206926.00;86708477088
190224;1419229264.00;75627002729
190368;1419252492.00;82417500126
190512;1419275280.00;76712264848
190656;1419298262.00;82967468050
190800;1419320266.00;85471783339
190944;1419342732.00;80206881375
191088;1419365266.00;88491263842
191232;1419388555.00;78848930930
191376;1419411151.00;80020578039
191520;1419433425.00;87855291618
191664;1419455786.00;89639800331
191808;1419478860.00;81508295619
191952;1419501423.00;80037118689
192096;1419524284.00;78546496601
192240;1419546227.00;89067289053
192384;1419569232.00;75285938052
192528;1419592177.00;76696658023
192672;1419614127.00;84579553244
192816;1419636884.00;88744727681
192960;1419660380.00;82168694004
193104;1419683101.00;91961903050
193248;1419705347.00;97497030744
193392;1419727711.00;92473330011
193536;1419749978.00;89725663062
193680;1419773482.00;77066057792
193824;1419796284.00;88045178300
193968;1419818780.00;83814567145
194112;1419840949.00;81278582702
194256;1419864099.00;86202450631
194400;1419886338.00;93550347770
194544;1419909848.00;81976147388
194688;1419931624.00;91313242216
194832;1419955016.00;90296349140
194976;1419976938.00;92115249626
195120;1420001064.00;69720861690
195264;1420023654.00;81680049573
195408;1420046184.00;90116495119
195552;1420068709.00;79985706575
195696;1420090877.00;85932689293
195840;1420113878.00;88185231745
195984;1420136298.00;88721027097
196128;1420158903.00;84700028994
196272;1420182094.00;79745488316
196416;1420204860.00;77821764394
196560;1420227845.00;86636207977
196704;1420250421.00;85538831562
196848;1420272803.00;83431834960
196992;1420295624.00;83181657708
197136;1420318113.00;87464518307
197280;1420341175.00;82815919430
197424;1420362958.00;84627976917
197568;1420385767.00;86419764231
197712;1420408617.00;103918000000
197856;1420432154.00;80064044328
198000;1420454762.00;87737304878
198144;1420476882.00;84092363368
198288;1420498873.00;89285303621
198432;1420522283.00;77405677020
198576;1420543777.00;88134235220
198720;1420567171.00;86829929716
198864;1420589844.00;87978256651
199008;1420612505.00;81279210813
199152;1420634582.00;83989325200
199296;1420658195.00;87547023650
199440;1420680980.00;76805797291
199584;1420703218.00;79905780746
199728;1420725657.00;85205901761
199872;1420748351.00;77984757123
200016;1420771324.00;78569299752
200160;1420792713.00;88346662500
200304;1420817159.00;107294000000
200448;1420839082.00;87061261350
200592;1420861897.00;73642041207
200736;1420885326.00;66536035694
200880;1420907559.00;78081318346
201024;1420930125.00;88698709610
201168;1420952859.00;72308885980
201312;1420975457.00;73000189947
201456;1420998396.00;73551526701
201600;1421020677.00;76935802176
201744;1421043410.00;68143617308
201888;1421065974.00;77172089272
202032;1421088611.00;82100604118
202176;1421111271.00;83419870091
202320;1421134560.00;68579256764
202464;1421156977.00;85436246213
202608;1421179166.00;96569859901
202752;1421202789.00;71028387694
202896;1421224946.00;81464340806
203040;1421247401.00;79889270374
203184;1421270540.00;81909311344
203328;1421292111.00;84745394057
203472;1421314963.00;91214324268
203616;1421337776.00;91764277494
203760;1421360610.00;90012719847
203904;1421383249.00;75170844889
204048;1421406099.00;85444056749
204192;1421428030.00;100298000000
204336;1421450785.00;95661760490
204480;1421473982.00;86031252304
204624;1421496542.00;86681768836
204768;1421519037.00;79196163472
204912;1421542518.00;95429058083
205056;1421564545.00;82218454153
205200;1421586867.00;87901792741
205344;1421609679.00;93074298010
205488;1421632518.00;81974020632
205632;1421655635.00;72218628980
205776;1421678137.00;90247387850
205920;1421700219.00;94504648174
206064;1421722804.00;84879643164
206208;1421746340.00;83517042361
206352;1421767532.00;95039375811
206496;1421791668.00;90994689339
206640;1421814580.00;78069001895
206784;1421836042.00;81833616661
206928;1421859137.00;98366221485
207072;1421882024.00;86958986783
207216;1421905033.00;61409446621
207360;1421926646.00;87788890851
207504;1421949916.00;95970973478
207648;1421973167.00;86852066512
207792;1421995275.00;97727321232
207936;1422017836.00;98464388236
208080;1422039729.00;115197000000
208224;1422063432.00;94183866618
208368;1422086414.00;103539000000
208512;1422108717.00;101848000000
208656;1422131410.00;99656296072
208800;1422154006.00;96632143565
208944;1422177277.00;98530715807
209088;1422199313.00;113224000000
209232;1422221996.00;106421000000
209376;1422245793.00;90866200286
209520;1422266617.00;98485141644
209664;1422290361.00;96309282329
209808;1422313329.00;104272000000
209952;1422335727.00;85254867053
210096;1422357766.00;91669415371
210240;1422380878.00;116132000000
210384;1422403004.00;102175000000
210528;1422426158.00;85293841889
210672;1422448533.00;86931322163
210816;1422472045.00;92065109967
210960;1422495123.00;82200299906
211104;1422516421.00;93313308807
211248;1422539621.00;95481535783
211392;1422562502.00;84589605462
211536;1422584926.00;67867157679
211680;1422607260.00;85737252330
211824;1422630183.00;94398910366
211968;1422652883.00;95169748499
212112;1422675386.00;84279078393
212256;1422698218.00;79789089138
212400;1422720782.00;90402092773
212544;1422743044.00;91661486568
212688;1422766280.00;74644102659
212832;1422788682.00;95221395843
212976;1422811892.00;91913442798
213120;1422834407.00;82348175673
213264;1422857268.00;85326594836
213408;1422879689.00;102084000000
213552;1422901259.00;112954000000
213696;1422925375.00;111083000000
213840;1422947369.00;84299624880
213984;1422970423.00;118512000000
214128;1422993049.00;109552000000
214272;1423015418.00;105277000000
214416;1423038392.00;91617700835
214560;1423060619.00;111692000000
214704;1423082990.00;121338000000
214848;1423105946.00;88641016535
214992;1423128587.00;89031623961
215136;1423152423.00;106761000000
215280;1423175109.00;97903080727
215424;1423196813.00;93915921414
215568;1423219327.00;93765087432
215712;1423242798.00;94586326646
215856;1423265038.00;108180000000
216000;1423288036.00;81608101278
216144;1423311495.00;104965000000
216288;1423333224.00;96990293177
216432;1423356148.00;100884000000
216576;1423378198.00;94359186447
216720;1423400578.00;104797000000
216864;1423423999.00;85443727971
217008;1423447197.00;86930449677
217152;1423469972.00;93145377358
217296;1423490927.00;103446000000
217440;1423514671.00;97725328308
217584;1423538057.00;94437912682
217728;1423560371.00;89266944155
217872;1423581955.00;103931000000
218016;1423605767.00;123892000000
218160;1423628669.00;87753833804
218304;1423650867.00;90904866510
218448;1423673546.00;95605116799
218592;1423696373.00;113396000000
218736;1423718856.00;79577410576
218880;1423741175.00;91563285388
219024;1423763869.00;97330290392
219168;1423787218.00;98456685766
219312;1423809339.00;98252796490
219456;1423831030.00;114385000000
219600;1423855671.00;107429000000
219744;1423877680.00;94553207985
219888;1423900395.00;100749000000
220032;1423922577.00;107809000000
220176;1423946052.00;90147934263
220320;1423969134.00;83960804752
220464;1423990593.00;80492925705
220608;1424013615.00;108856000000
220752;1424036626.00;106405000000
220896;1424059638.00;82284942093
221040;1424080827.00;103975000000
221184;1424104042.00;103616000000
221328;1424127771.00;91706351960
221472;1424149563.00;85993227503
221616;1424172282.00;89458039956
221760;1424194040.00;114370000000
221904;1424217762.00;104389000000
222048;1424240544.00;102914000000
222192;1424263343.00;102131000000
222336;1424285620.00;105833000000
222480;1424308963.00;84167440082
222624;1424330626.00;92165102487
222768;1424353265.00;100759000000
222912;1424376070.00;110835000000
223056;1424398512.00;104870000000
223200;1424421971.00;95485060479
223344;1424443888.00;106680000000
223488;1424466405.00;125218000000
223632;1424488712.00;115110000000
223776;1424511644.00;104098000000
223920;1424534630.00;108673000000
224064;1424557175.00;98977681170
224208;1424579945.00;90086772690
224352;1424602436.00;96579777580
224496;1424625367.00;110556000000
224640;1424649198.00;106626000000
224784;1424671778.00;74971671983
224928;1424693796.00;80098629325
225072;1424716851.00;105512000000
225216;1424738398.00;103588000000
225360;1424762065.00;92786577563
225504;1424784370.00;93427341054
225648;1424807661.00;116646000000
225792;1424830268.00;97394123747
225936;1424853093.00;82128066446
226080;1424875600.00;104696000000
226224;1424897951.00;106487000000
226368;1424920699.00;83769552836
226512;1424943711.00;86287333346
226656;1424966376.00;110796000000
226800;1424988464.00;104789000000
226944;1425011759.00;96308322961
227088;1425034703.00;98961444628
227232;1425056958.00;107312000000
227376;1425079679.00;104959000000
227520;1425102777.00;88940884608
227664;1425125128.00;110119000000
227808;1425147128.00;103955000000
227952;1425170747.00;99540212294
228096;1425193067.00;104981000000
228240;1425215639.00;102602000000
228384;1425238263.00;118691000000
228528;1425261612.00;97078620768
228672;1425283706.00;99427542193
228816;1425306350.00;96599339667
228960;1425330106.00;113472000000
229104;1425352669.00;79463478996
229248;1425375448.00;74791399645
229392;1425397136.00;96313847131
229536;1425419312.00;100809000000
229680;1425442674.00;88345482734
229824;1425464724.00;95282208349
229968;1425487826.00;109727000000
230112;1425510444.00;119699000000
230256;1425533823.00;98324056879
230400;1425556274.00;91261088898
230544;1425579157.00;104450000000
230688;1425601944.00;89678309440
230832;1425623282.00;110016000000
230976;1425646716.00;108511000000
231120;1425668980.00;116528000000
231264;1425691497.00;134158000000
231408;1425714699.00;111507000000
231552;1425737193.00;120325000000
231696;1425759490.00;119408000000
231840;1425782854.00;93494633467
231984;1425804479.00;105542000000
232128;1425827677.00;103702000000
232272;1425850546.00;131109000000
232416;1425873365.00;104594000000
232560;1425895613.00;102714000000
232704;1425918999.00;103326000000
232848;1425941420.00;107731000000
232992;1425964179.00;102697000000
233136;1425987218.00;102034000000
233280;1426009253.00;114769000000
233424;1426032353.00;98919784502
233568;1426054538.00;101265000000
233712;1426077846.00;98476045122
233856;1426100447.00;99910321082
234000;1426123280.00;105950000000
234144;1426144614.00;109611000000
234288;1426169317.00;103299000000
234432;1426191134.00;119885000000
234576;1426214904.00;100723000000
234720;1426236652.00;105449000000
234864;1426259117.00;104313000000
235008;1426281547.00;101047000000
235152;1426304935.00;100316000000
235296;1426326944.00;106333000000
235440;1426349761.00;104941000000
235584;1426373692.00;96819083955
235728;1426395630.00;98357603965
235872;1426418065.00;101776000000
236016;1426441159.00;113876000000
236160;1426464051.00;102719000000
236304;1426486842.00;85599950533
236448;1426509036.00;103336000000
236592;1426532389.00;104266000000
236736;1426554838.00;114531000000
236880;1426577592.00;97476541388
237024;1426600845.00;98722347029
237168;1426622550.00;104498000000
237312;1426646129.00;81191556328
237456;1426668301.00;96409398464
237600;1426690309.00;102082000000
237744;1426713603.00;112767000000
237888;1426735696.00;97610790086
238032;1426759065.00;105063000000
238176;1426781408.00;105050000000
238320;1426804119.00;106462000000
238464;1426826628.00;100392000000
238608;1426849168.00;114442000000
238752;1426871980.00;112251000000
238896;1426894042.00;116309000000
239040;1426917664.00;114712000000
239184;1426938623.00;113323000000
239328;1426962653.00;102007000000
239472;1426985659.00;116577000000
239616;1427007433.00;118517000000
239760;1427029857.00;121132000000
239904;1427053045.00;133456000000
240048;1427076295.00;108208000000
240192;1427098035.00;100586000000
240336;1427120380.00;121402000000
240480;1427142823.00;121925000000
240624;1427166124.00;99714201892
240768;1427188733.00;106840000000
240912;1427211542.00;127062000000
241056;1427234963.00;111147000000
241200;1427257523.00;96818003007
241344;1427278846.00;116857000000
241488;1427302090.00;117202000000
241632;1427324951.00;122704000000
241776;1427346891.00;110712000000
241920;1427369845.00;110126000000
242064;1427393375.00;120351000000
242208;1427415611.00;125814000000
242352;1427438740.00;93860802583
242496;1427460853.00;114820000000
242640;1427483008.00;124028000000
242784;1427506490.00;113958000000
242928;1427528712.00;111251000000
243072;1427552467.00;116629000000
243216;1427575260.00;115288000000
243360;1427597671.00;103652000000
243504;1427620173.00;102644000000
243648;1427643416.00;97061151892
243792;1427665829.00;110114000000
243936;1427688351.00;89633573391
244080;1427712415.00;111754000000
244224;1427734119.00;102864000000
244368;1427756265.00;112390000000
244512;1427779693.00;82423107945
244656;1427801936.00;85293680389
244800;1427824193.00;104785000000
244944;1427847995.00;84480808902
245088;1427870096.00;66729339419
245232;1427892287.00;73685958886
245376;1427916028.00;87838458621
245520;1427937759.00;94215847984
245664;1427961308.00;78871049964
245808;1427982995.00;86876360437
245952;1428005488.00;101425000000
246096;1428029344.00;83955839447
246240;1428051147.00;83005838436
246384;1428074187.00;85374461344
246528;1428112930.00;42010389795
246672;1428133793.00;82049534808
246816;1428155925.00;98302479141
246960;1428179574.00;103277000000
247104;1428202281.00;87184159086
247248;1428224418.00;99426345851
247392;1428247790.00;91045325727
247536;1428270154.00;94563894764
247680;1428293382.00;89598183572
247824;1428316265.00;93695149578
247968;1428338325.00;100523000000
248112;1428360342.00;99928021340
248256;1428383638.00;102844000000
248400;1428406076.00;98202605400
248544;1428429491.00;111756000000
248688;1428452411.00;103757000000
248832;1428474304.00;100133000000
248976;1428497387.00;105742000000
249120;1428519472.00;106909000000
249264;1428542594.00;84769117150
249408;1428565376.00;79563435768
249552;1428588501.00;86284882818
249696;1428610007.00;95340041910
249840;1428633514.00;79226504291
249984;1428657042.00;81429040151
250128;1428679053.00;78127500845
250272;1428701181.00;98472690722
250416;1428724679.00;70485256245
250560;1428746325.00;79393159885
250704;1428768618.00;90634664313
250848;1428792186.00;77088475695
250992;1428814550.00;82125487471
251136;1428837724.00;88560642486
251280;1428859805.00;89679821992
251424;1428882340.00;90161359530
251568;1428905906.00;79477139155
251712;1428927529.00;87231703329
251856;1428949953.00;103533000000
252000;1428973145.00;88786875678
252144;1428995125.00;82426586702
252288;1429017970.00;88809982848
252432;1429042039.00;92032715560
252576;1429063717.00;91561441707
252720;1429086591.00;77534848197
252864;1429109758.00;93302383605
253008;1429131364.00;103915000000
253152;1429154763.00;90282631634
253296;1429177957.00;79023500156
253440;1429199710.00;93636229556
253584;1429222527.00;84329372214
253728;1429244468.00;75181977851
253872;1429268063.00;87981042444
254016;1429290529.00;101440000000
254160;1429313643.00;87125520948
254304;1429336157.00;82502919984
254448;1429358486.00;96890351567
254592;1429380774.00;103048000000
254736;1429403736.00;102311000000
254880;1429425601.00;96364120418
255024;1429448434.00;106709000000
255168;1429471295.00;106288000000
255312;1429494848.00;78810134640
255456;1429517732.00;72758437447
255600;1429540007.00;106919000000
255744;1429561801.00;100732000000
255888;1429586382.00;77515471751
256032;1429607584.00;83151476437
256176;1429631331.00;84900591149
256320;1429653892.00;95260773978
256464;1429676409.00;78055202769
256608;1429698779.00;87859280784
256752;1429721648.00;87001001162
256896;1429743803.00;97318904579
257040;1429767335.00;77549823121
257184;1429790066.00;82494014948
257328;1429812294.00;98526984861
257472;1429835481.00;74724327185
257616;1429857613.00;68516975260
257760;1429880697.00;73671714441
257904;1429903042.00;86377273877
258048;1429925558.00;70347192659
258192;1429948130.00;69308415377
258336;1429970795.00;88495398175
258480;1429992900.00;109844000000
258624;1430016210.00;94322288675
258768;1430037661.00;88968262979
258912;1430060789.00;98322564220
259056;1430084095.00;107596000000
259200;1430106547.00;88597394031
259344;1430129901.00;69673411038
259488;1430151865.00;107410000000
259632;1430175089.00;105771000000
259776;1430198202.00;76524340176
259920;1430220054.00;78248622079
260064;1430243176.00;86565001173
260208;1430266072.00;70985067016
260352;1430288658.00;64982056481
260496;1430311683.00;66530488641
260640;1430333012.00;86568765659
260784;1430356118.00;70088128269
260928;1430378550.00;81981634175
261072;1430401056.00;92566215349
261216;1430423821.00;112473000000
261360;1430446904.00;90702453527
261504;1430469599.00;88993010915
261648;1430491964.00;99862660692
261792;1430514306.00;111051000000
261936;1430537829.00;89018482815
262080;1430559961.00;96901581824
262224;1430582692.00;107716000000
262368;1430606170.00;94053315866
262512;1430628541.00;79598925129
262656;1430650643.00;87252059723
262800;1430673126.00;105687000000
262944;1430696581.00;100361000000
263088;1430719715.00;85451129980
263232;1430741058.00;110440000000
263376;1430763984.00;107216000000
263520;1430787530.00;95239230706
263664;1430809982.00;83491903078
263808;1430833161.00;85257293177
263952;1430854452.00;95663426145
264096;1430877732.00;84339018576
264240;1430901110.00;80196700802
264384;1430922628.00;94491234014
264528;1430945671.00;110693000000
264672;1430968361.00;79726479969
264816;1430991824.00;73198987651
264960;1431013657.00;100617000000
265104;1431037077.00;87857942873
265248;1431059434.00;74410504721
265392;1431081316.00;87450559427
265536;1431104694.00;111448000000
265680;1431128056.00;93363913060
265824;1431150420.00;72315830871
265968;1431173313.00;78940137881
266112;1431195642.00;91009417119
266256;1431218538.00;87340173537
266400;1431240897.00;76939348867
266544;1431262743.00;90648864314
266688;1431286574.00;85243902373
266832;1431309400.00;90098181730
266976;1431331839.00;74490231669
267120;1431353633.00;90418539157
267264;1431377367.00;91391047378
267408;1431399824.00;89163234404
267552;1431421718.00;85459926168
267696;1431444722.00;84671869971
267840;1431467508.00;109806000000
267984;1431490648.00;78335336468
268128;1431513767.00;87385274583
268272;1431535847.00;86919421277
268416;1431559163.00;98579862261
268560;1431581276.00;93924562412
268704;1431604737.00;86900908886
268848;1431626318.00;99694437759
